Policy Name,Customer Age,Occupation,Income,Education,Marital Status,Tenure (Years),Premium (INR),Coverage (INR),Family Size,Gender,Region,Policy Type
Jeevan Shanti,61,Retired,73581,Doctorate,Divorced,23,13657,399166,4,Female,East,Commercial
Jeevan Shanti,64,Teacher,142259,Doctorate,Single,21,5847,157934,5,Other,West,Travel
Jeevan Amar,36,Business,75132,Diploma,Married,18,27741,264774,3,Female,West,Home
Jeevan Arogya,46,Farmer,170354,High School,Married,16,26758,451438,8,Female,West,Agricultural
Jeevan Nidhi,55,Business,123826,High School,Married,9,46760,429425,7,Other,West,Travel
Jeevan Arogya,25,Business,34626,High School,Married,10,44575,361663,5,Other,West,Agricultural
Jeevan Arogya,32,Teacher,115023,Post Graduate,Widowed,7,25520,102264,5,Female,North,Agricultural
Jeevan Tarun,56,Unemployed,156184,Doctorate,Divorced,21,42446,288816,2,Male,Central,Commercial
Jeevan Shanti,53,Student,140014,Doctorate,Married,28,31651,155129,3,Male,East,Home
Jeevan Amar,21,Engineer,192492,Graduate,Widowed,16,43280,219681,9,Other,East,Home
Jeevan Lakshya,51,Unemployed,161199,Post Graduate,Single,28,49472,470751,9,Other,North,Personal Accident
Jeevan Arogya,26,Doctor,163283,Doctorate,Widowed,16,41687,309775,8,Male,East,Personal Accident
Jeevan Nidhi,21,Doctor,89504,Post Graduate,Single,21,11640,168692,3,Other,North,Home
Jeevan Umang,29,Retired,147690,Doctorate,Divorced,26,23006,118824,7,Male,West,Travel
Jeevan Shanti,59,Engineer,123251,Doctorate,Widowed,15,29907,109181,10,Other,Central,Health
Jeevan Anand,54,Business,129764,Post Graduate,Married,26,16526,434959,7,Other,South,Health
Jeevan Umang,47,Farmer,195451,Doctorate,Widowed,23,41299,347991,9,Male,East,Home
Jeevan Umang,28,Engineer,180127,Graduate,Widowed,3,49184,269953,2,Male,Central,Agricultural
Jeevan Lakshya,43,Retired,191261,Graduate,Married,3,28348,258379,7,Male,South,Travel
Jeevan Rakshak,39,Retired,193150,Doctorate,Married,23,45585,201790,8,Male,Central,Home
Jeevan Labh,56,Business,63657,High School,Widowed,10,15555,205794,9,Other,South,Home
Jeevan Rakshak,51,Unemployed,78519,Diploma,Single,18,23896,350383,1,Other,South,Home
Jeevan Umang,30,Business,54683,Post Graduate,Single,13,16360,152659,4,Female,North,Life
Jeevan Anand,36,Farmer,171039,Graduate,Married,22,27488,296456,7,Other,South,Health
Jeevan Umang,45,Student,55198,Post Graduate,Married,5,27212,138606,3,Other,Central,Health
Jeevan Umang,20,Business,117834,Graduate,Single,15,11140,283768,5,Other,North,Personal Accident
Jeevan Nidhi,60,Engineer,150362,Diploma,Widowed,16,10055,439763,4,Other,North,Personal Accident
Jeevan Anand,34,Business,39726,Graduate,Single,17,33890,185994,1,Male,South,Personal Accident
Jeevan Shanti,53,Unemployed,124159,Graduate,Single,11,45515,317461,9,Female,West,Personal Accident
Jeevan Anand,22,Engineer,191950,Graduate,Married,20,31373,151899,6,Other,North,Agricultural
Jeevan Anand,55,Student,159216,Graduate,Divorced,13,40021,374548,7,Male,South,Commercial
Jeevan Anand,25,Retired,152292,High School,Widowed,4,16252,361367,4,Female,South,Commercial
Jeevan Shanti,51,Farmer,99694,Post Graduate,Married,30,45643,180639,9,Female,South,Life
Jeevan Lakshya,35,Unemployed,33449,High School,Divorced,12,17369,241914,3,Male,West,Commercial
Jeevan Amar,38,Doctor,131315,Post Graduate,Widowed,13,15746,498790,3,Female,West,Agricultural
Jeevan Anand,34,Teacher,191025,Graduate,Widowed,1,14633,480073,10,Other,South,Commercial
Jeevan Rakshak,49,Teacher,116856,Post Graduate,Married,9,15178,116942,8,Female,West,Life
Jeevan Nidhi,65,Student,185404,Graduate,Single,3,23548,331987,2,Other,South,Home
Jeevan Lakshya,54,Student,43958,Diploma,Widowed,8,22371,200883,9,Male,West,Commercial
Jeevan Amar,57,Student,88188,Post Graduate,Married,16,15204,137913,2,Female,North,Motor
Jeevan Amar,19,Unemployed,122047,Post Graduate,Widowed,29,8424,287854,8,Male,East,Life
Jeevan Nidhi,20,Business,193801,High School,Married,14,6477,464713,10,Male,South,Agricultural
Jeevan Anand,28,Unemployed,191333,Graduate,Married,16,19449,437843,4,Other,North,Agricultural
Jeevan Nidhi,42,Unemployed,118903,High School,Divorced,23,14711,263461,9,Other,South,Life
Jeevan Lakshya,47,Teacher,73658,Diploma,Single,11,19979,201578,5,Other,West,Personal Accident
Jeevan Rakshak,57,Doctor,132072,Post Graduate,Widowed,2,8950,130940,9,Female,East,Motor
Jeevan Shanti,52,Business,61001,Graduate,Married,25,38111,255635,8,Female,Central,Motor
Jeevan Tarun,64,Business,154555,Post Graduate,Married,28,39334,471044,8,Male,East,Life
Jeevan Shanti,56,Teacher,160957,High School,Widowed,24,38989,356345,7,Male,West,Travel
Jeevan Labh,22,Doctor,191290,Post Graduate,Married,18,28279,360556,8,Male,Central,Commercial
Jeevan Labh,42,Retired,162345,Doctorate,Single,11,12325,115194,4,Male,East,Personal Accident
Jeevan Arogya,26,Student,100714,Post Graduate,Widowed,23,7787,361690,7,Other,South,Personal Accident
Jeevan Shanti,55,Retired,179065,Graduate,Married,16,26348,183660,9,Male,West,Home
Jeevan Nidhi,65,Unemployed,79254,Diploma,Single,29,10842,357398,3,Female,West,Travel
Jeevan Nidhi,22,Doctor,185459,High School,Married,11,18815,267585,2,Female,West,Commercial
Jeevan Anand,41,Teacher,174409,High School,Married,15,23958,138499,3,Female,South,Personal Accident
Jeevan Nidhi,59,Farmer,142986,Diploma,Single,7,10212,143782,3,Male,West,Home
Jeevan Umang,20,Doctor,64948,Post Graduate,Divorced,18,22666,290362,7,Other,West,Life
Jeevan Amar,32,Teacher,103959,Diploma,Divorced,5,26449,338895,9,Male,North,Health
Jeevan Nidhi,62,Unemployed,158825,Doctorate,Widowed,8,47333,439296,4,Female,South,Agricultural
Jeevan Rakshak,40,Retired,178784,Graduate,Single,29,19701,178303,1,Other,Central,Health
Jeevan Lakshya,58,Farmer,90305,Graduate,Widowed,16,34138,111357,8,Female,West,Agricultural
Jeevan Arogya,59,Retired,95828,Graduate,Married,14,39398,499616,5,Male,West,Commercial
Jeevan Arogya,35,Business,164610,Graduate,Widowed,24,46729,338203,3,Other,North,Life
Jeevan Tarun,55,Doctor,88539,Post Graduate,Married,21,47192,249406,8,Male,West,Health
Jeevan Amar,54,Unemployed,32749,Diploma,Divorced,18,33166,188693,1,Female,North,Health
Jeevan Lakshya,43,Engineer,115078,Post Graduate,Single,22,27534,153883,2,Female,West,Travel
Jeevan Tarun,59,Doctor,81790,Graduate,Widowed,17,44446,218164,9,Other,South,Health
Jeevan Arogya,37,Farmer,174499,Doctorate,Married,25,20031,132880,3,Male,South,Commercial
Jeevan Lakshya,39,Retired,134956,Diploma,Divorced,29,21258,429959,3,Other,North,Agricultural
Jeevan Labh,32,Retired,135221,Diploma,Single,7,36730,440098,10,Other,North,Life
Jeevan Labh,44,Student,140852,Post Graduate,Single,4,30536,176095,8,Male,West,Agricultural
Jeevan Amar,28,Retired,86311,Post Graduate,Single,10,35892,122443,4,Male,South,Personal Accident
Jeevan Umang,45,Engineer,160223,Graduate,Married,6,24737,427671,9,Male,North,Life
Jeevan Anand,53,Engineer,77260,High School,Married,22,42612,364242,5,Male,West,Health
Jeevan Lakshya,24,Student,178371,Graduate,Married,27,7824,426111,5,Other,Central,Motor
Jeevan Amar,32,Engineer,81480,Post Graduate,Married,6,45483,415733,7,Other,North,Motor
Jeevan Amar,58,Unemployed,167522,High School,Widowed,18,37312,404586,1,Other,South,Motor
Jeevan Tarun,32,Doctor,160259,High School,Married,10,24323,336763,2,Male,West,Health
Jeevan Umang,21,Retired,91635,Doctorate,Divorced,15,14702,379843,7,Other,South,Personal Accident
Jeevan Umang,63,Farmer,38091,Graduate,Divorced,11,8718,316312,3,Female,East,Commercial
Jeevan Rakshak,35,Unemployed,63285,Post Graduate,Married,24,5054,460911,4,Female,Central,Health
Jeevan Lakshya,57,Engineer,100112,High School,Single,26,18758,107044,9,Male,West,Health
Jeevan Tarun,21,Retired,118493,Doctorate,Widowed,16,25900,268967,5,Other,East,Commercial
Jeevan Labh,59,Business,59539,Post Graduate,Married,20,7059,491937,6,Male,North,Personal Accident
Jeevan Shanti,24,Retired,134121,High School,Divorced,7,44449,102788,1,Male,Central,Personal Accident
Jeevan Arogya,60,Teacher,120005,Post Graduate,Single,12,7233,419977,8,Other,South,Life
Jeevan Shanti,19,Engineer,177560,Doctorate,Widowed,7,21118,205690,10,Female,North,Personal Accident
Jeevan Nidhi,65,Doctor,103866,Doctorate,Widowed,12,28170,240467,10,Male,East,Health
Jeevan Labh,43,Unemployed,101729,Diploma,Single,19,48635,103641,4,Other,East,Motor
Jeevan Arogya,64,Student,49718,Diploma,Widowed,15,7509,250419,9,Female,West,Commercial
Jeevan Tarun,26,Retired,154364,High School,Single,8,21566,154228,7,Female,East,Life
Jeevan Anand,30,Doctor,146906,High School,Divorced,24,30243,307402,6,Male,West,Travel
Jeevan Shanti,46,Retired,59251,High School,Married,18,25561,463250,7,Male,South,Motor
Jeevan Nidhi,51,Retired,48964,Graduate,Single,1,41271,457187,2,Female,North,Home
Jeevan Umang,48,Engineer,159341,Graduate,Widowed,8,26821,110490,7,Other,East,Travel
Jeevan Amar,51,Unemployed,145634,Doctorate,Married,8,22179,260229,10,Male,North,Health
Jeevan Anand,33,Teacher,88432,Graduate,Single,6,10771,236391,6,Female,West,Motor
Jeevan Shanti,26,Engineer,188305,Doctorate,Widowed,17,46736,329883,1,Other,North,Personal Accident
Jeevan Lakshya,60,Unemployed,198600,Doctorate,Single,21,44470,373348,7,Other,West,Personal Accident
Jeevan Amar,18,Teacher,186492,High School,Divorced,20,30573,156844,5,Male,South,Home
Jeevan Anand,42,Teacher,173525,Post Graduate,Widowed,16,13765,149191,1,Male,East,Personal Accident
Jeevan Labh,45,Student,176856,High School,Divorced,16,31473,142711,1,Female,North,Health
Jeevan Rakshak,60,Unemployed,45262,Graduate,Single,28,49449,330638,10,Female,South,Agricultural
Jeevan Rakshak,36,Farmer,70950,Doctorate,Widowed,24,47653,458502,3,Other,South,Home
Jeevan Tarun,53,Unemployed,101186,Post Graduate,Married,17,44563,382700,7,Other,Central,Home
Jeevan Anand,42,Teacher,52360,Graduate,Divorced,13,12678,143352,8,Male,North,Agricultural
Jeevan Rakshak,57,Doctor,101744,Graduate,Single,25,25622,479731,7,Other,East,Motor
Jeevan Shanti,52,Student,38804,Post Graduate,Divorced,2,17931,127744,8,Other,South,Health
Jeevan Nidhi,39,Engineer,43812,Graduate,Widowed,7,7157,304394,4,Female,East,Motor
Jeevan Tarun,46,Retired,188737,Post Graduate,Widowed,15,41424,292119,9,Other,Central,Health
Jeevan Nidhi,64,Doctor,64006,High School,Married,13,18573,455936,10,Other,South,Home
Jeevan Umang,59,Doctor,152439,High School,Widowed,18,33604,278179,10,Female,Central,Health
Jeevan Rakshak,53,Farmer,69811,Doctorate,Single,2,42553,317866,3,Male,Central,Life
Jeevan Rakshak,39,Engineer,190657,Doctorate,Single,18,5622,260291,4,Other,Central,Personal Accident
Jeevan Shanti,33,Unemployed,187100,Post Graduate,Single,22,29826,445301,5,Other,East,Home
Jeevan Arogya,33,Unemployed,175550,Diploma,Divorced,1,48890,179370,8,Other,West,Home
Jeevan Rakshak,55,Retired,73188,Diploma,Widowed,29,37414,246105,5,Female,South,Agricultural
Jeevan Labh,32,Student,85469,Graduate,Married,10,28239,172977,7,Female,North,Commercial
Jeevan Labh,26,Engineer,177258,Post Graduate,Single,1,8577,370147,10,Other,West,Home
Jeevan Umang,23,Retired,125158,Doctorate,Single,28,28875,152019,7,Other,North,Agricultural
Jeevan Anand,25,Teacher,97518,Diploma,Married,18,39942,135900,4,Male,East,Agricultural
Jeevan Arogya,50,Business,91717,Doctorate,Divorced,7,42895,330261,8,Female,South,Personal Accident
Jeevan Umang,60,Unemployed,189951,Graduate,Widowed,22,39639,118134,6,Female,East,Motor
Jeevan Umang,44,Doctor,72103,Diploma,Widowed,3,25580,175837,4,Male,East,Commercial
Jeevan Amar,50,Retired,85751,High School,Single,26,12316,428187,10,Female,North,Life
Jeevan Tarun,55,Teacher,153436,Diploma,Single,5,35292,202750,3,Male,West,Personal Accident
Jeevan Rakshak,57,Retired,96674,Graduate,Widowed,10,9903,333586,5,Male,South,Health
Jeevan Lakshya,46,Teacher,73255,Doctorate,Widowed,17,46574,337414,2,Other,North,Travel
Jeevan Rakshak,63,Business,80995,Diploma,Divorced,9,32307,296152,1,Male,South,Personal Accident
Jeevan Nidhi,30,Doctor,92734,Diploma,Married,20,18073,418737,8,Other,North,Commercial
Jeevan Umang,48,Farmer,31247,Doctorate,Widowed,4,48668,104931,9,Male,West,Personal Accident
Jeevan Lakshya,29,Engineer,34373,Graduate,Single,15,9225,166249,7,Female,East,Home
Jeevan Tarun,65,Engineer,92543,Doctorate,Divorced,26,12961,374629,7,Male,West,Personal Accident
Jeevan Arogya,31,Doctor,64376,High School,Widowed,25,12945,407626,5,Male,North,Life
Jeevan Shanti,55,Farmer,153632,Doctorate,Married,6,5221,467455,8,Other,West,Agricultural
Jeevan Tarun,36,Retired,106231,Doctorate,Single,13,12310,412177,4,Other,North,Personal Accident
Jeevan Anand,52,Student,119031,Post Graduate,Widowed,4,37502,249552,7,Male,South,Agricultural
Jeevan Umang,28,Unemployed,62904,High School,Married,21,40619,221530,4,Male,South,Travel
Jeevan Arogya,56,Teacher,147850,Diploma,Widowed,11,8864,403882,3,Male,Central,Commercial
Jeevan Rakshak,44,Business,91603,Graduate,Widowed,4,14109,211703,1,Female,West,Motor
Jeevan Nidhi,37,Teacher,142990,Graduate,Widowed,18,35212,337715,2,Other,East,Health
Jeevan Labh,62,Business,145770,Graduate,Divorced,25,40213,261805,7,Other,East,Health
Jeevan Arogya,23,Engineer,32768,High School,Married,19,32133,320056,7,Female,Central,Travel
Jeevan Shanti,18,Retired,147335,Post Graduate,Married,10,24466,124404,8,Other,South,Agricultural
Jeevan Labh,37,Unemployed,163682,Post Graduate,Divorced,15,47142,325473,2,Female,East,Life
Jeevan Amar,49,Student,150865,Graduate,Widowed,15,18586,450930,9,Male,East,Commercial
Jeevan Anand,60,Unemployed,139654,High School,Widowed,9,37407,242031,7,Female,North,Motor
Jeevan Nidhi,57,Engineer,174215,Doctorate,Divorced,6,27492,222583,4,Other,South,Agricultural
Jeevan Labh,30,Engineer,86165,Graduate,Single,14,45869,264890,7,Other,South,Home
Jeevan Shanti,40,Student,185457,Graduate,Divorced,5,23233,318611,9,Male,East,Commercial
Jeevan Amar,38,Engineer,116692,High School,Divorced,30,20683,157220,3,Male,Central,Home
Jeevan Lakshya,60,Farmer,113166,Doctorate,Married,9,39492,104984,2,Male,East,Agricultural
Jeevan Labh,64,Engineer,50641,Doctorate,Divorced,13,25305,471285,1,Male,Central,Life
Jeevan Anand,21,Teacher,48314,Doctorate,Widowed,29,11242,326321,5,Female,West,Agricultural
Jeevan Anand,46,Retired,171341,High School,Married,3,26203,442315,2,Male,East,Travel
Jeevan Umang,63,Doctor,180417,High School,Single,18,21732,253345,9,Other,West,Personal Accident
Jeevan Amar,52,Retired,72668,Post Graduate,Divorced,21,41844,363030,2,Female,North,Commercial
Jeevan Lakshya,52,Doctor,191419,Graduate,Married,6,10300,417932,7,Other,North,Agricultural
Jeevan Lakshya,57,Teacher,59746,Diploma,Single,6,46310,174534,8,Female,West,Health
Jeevan Tarun,20,Engineer,169029,Diploma,Single,16,24652,344926,8,Female,Central,Travel
Jeevan Arogya,26,Teacher,131581,Diploma,Divorced,27,29281,225624,3,Male,West,Personal Accident
Jeevan Umang,48,Engineer,141324,Doctorate,Widowed,12,6790,137237,5,Male,North,Agricultural
Jeevan Umang,46,Engineer,92686,Graduate,Divorced,30,24066,116261,4,Other,East,Home
Jeevan Rakshak,28,Teacher,160063,Graduate,Married,4,7303,435565,3,Male,Central,Agricultural
Jeevan Nidhi,50,Teacher,42491,Post Graduate,Single,7,26400,123333,6,Other,South,Motor
Jeevan Arogya,27,Doctor,46094,Diploma,Widowed,18,17139,372790,7,Other,North,Travel
Jeevan Arogya,34,Business,141622,Post Graduate,Single,21,39612,259594,6,Male,South,Agricultural
Jeevan Shanti,38,Business,37923,Graduate,Widowed,13,33202,235234,1,Other,Central,Personal Accident
Jeevan Labh,19,Retired,88061,Post Graduate,Widowed,3,38780,147874,5,Female,Central,Life
Jeevan Arogya,23,Unemployed,37789,Graduate,Married,23,32376,335191,4,Male,East,Commercial
Jeevan Lakshya,25,Farmer,92452,Doctorate,Widowed,30,14472,444606,7,Male,West,Personal Accident
Jeevan Nidhi,45,Teacher,170008,High School,Single,24,42747,203794,7,Male,North,Motor
Jeevan Umang,49,Student,190594,Post Graduate,Married,19,9275,443032,3,Male,North,Home
Jeevan Labh,24,Unemployed,104212,Diploma,Divorced,23,23956,276898,9,Female,East,Health
Jeevan Lakshya,19,Farmer,90016,High School,Divorced,26,40874,167924,2,Other,West,Travel
Jeevan Tarun,65,Student,76829,Post Graduate,Divorced,22,16569,299457,10,Male,West,Life
Jeevan Lakshya,54,Doctor,194724,Graduate,Divorced,15,43634,221672,6,Female,South,Health
Jeevan Umang,23,Engineer,117858,Graduate,Divorced,8,26809,151897,1,Female,West,Life
Jeevan Nidhi,24,Business,114697,Graduate,Married,16,43230,373921,6,Female,North,Agricultural
Jeevan Arogya,28,Engineer,64261,Doctorate,Divorced,9,17542,104004,8,Male,East,Agricultural
Jeevan Lakshya,35,Business,147740,Diploma,Single,20,37947,222397,6,Other,North,Travel
Jeevan Shanti,39,Unemployed,66577,Post Graduate,Divorced,2,44191,250233,9,Male,South,Life
Jeevan Arogya,54,Unemployed,149359,High School,Married,28,36343,297108,8,Male,Central,Personal Accident
Jeevan Amar,48,Engineer,91093,Doctorate,Divorced,17,22303,236088,8,Male,South,Health
Jeevan Nidhi,51,Business,71246,Diploma,Divorced,17,43760,452847,3,Other,West,Commercial
Jeevan Rakshak,44,Student,45320,Diploma,Widowed,15,11714,407406,9,Female,South,Personal Accident
Jeevan Tarun,57,Business,132251,Post Graduate,Divorced,7,5849,104037,5,Male,East,Health
Jeevan Nidhi,20,Doctor,96727,Post Graduate,Single,1,33545,289914,1,Male,East,Personal Accident
Jeevan Nidhi,24,Farmer,89224,Post Graduate,Married,20,26134,166624,10,Female,South,Personal Accident
Jeevan Rakshak,38,Farmer,193489,Diploma,Single,9,37453,472360,6,Other,South,Commercial
Jeevan Umang,35,Engineer,69127,Post Graduate,Divorced,14,5123,160191,6,Male,South,Travel
Jeevan Rakshak,31,Teacher,129521,Graduate,Married,24,21823,272903,6,Other,South,Motor
Jeevan Anand,54,Student,187934,Diploma,Widowed,23,32505,113775,2,Male,East,Agricultural
Jeevan Tarun,57,Unemployed,147511,Graduate,Married,26,16380,439336,8,Male,South,Travel
Jeevan Labh,48,Unemployed,112338,Post Graduate,Widowed,29,48860,302166,9,Female,South,Health
Jeevan Shanti,46,Retired,88841,Graduate,Widowed,26,22093,112008,10,Male,Central,Commercial
Jeevan Anand,34,Farmer,93870,High School,Divorced,13,26072,350706,9,Other,East,Personal Accident
Jeevan Labh,40,Business,98335,Doctorate,Married,13,40767,470744,4,Female,East,Agricultural
Jeevan Umang,49,Engineer,150498,Diploma,Widowed,16,32149,119977,5,Female,South,Health
Jeevan Arogya,36,Retired,117693,Graduate,Widowed,29,22191,422228,5,Male,Central,Life
Jeevan Rakshak,18,Engineer,49029,Diploma,Divorced,23,10996,127333,3,Other,North,Motor
Jeevan Lakshya,62,Teacher,73257,Graduate,Single,3,49902,366042,6,Male,East,Agricultural
Jeevan Rakshak,58,Retired,180649,Doctorate,Single,25,8560,400338,7,Other,North,Agricultural
Jeevan Amar,18,Engineer,94380,Diploma,Divorced,10,16479,198254,1,Female,North,Personal Accident
Jeevan Rakshak,42,Engineer,56268,Doctorate,Widowed,1,48654,318035,8,Female,West,Personal Accident
Jeevan Nidhi,25,Unemployed,155903,Diploma,Divorced,8,11729,449176,9,Male,East,Agricultural
Jeevan Tarun,32,Retired,64257,Diploma,Divorced,25,22049,442204,5,Male,South,Personal Accident
Jeevan Anand,34,Student,158773,High School,Married,3,17916,152321,1,Female,North,Health
Jeevan Shanti,36,Farmer,105880,High School,Single,3,16421,175956,5,Other,East,Life
Jeevan Tarun,46,Retired,94236,Graduate,Widowed,5,39205,204873,4,Other,East,Life
Jeevan Shanti,33,Doctor,162044,High School,Widowed,7,42141,355892,10,Other,South,Life
Jeevan Labh,31,Engineer,168384,High School,Single,1,48392,125069,6,Other,East,Agricultural
Jeevan Amar,50,Farmer,137320,High School,Widowed,30,30137,133719,8,Male,Central,Commercial
Jeevan Anand,65,Student,86333,Doctorate,Widowed,2,37328,292223,2,Female,South,Personal Accident
Jeevan Shanti,61,Business,139321,Diploma,Single,11,15377,352787,1,Female,Central,Home
Jeevan Tarun,44,Unemployed,183743,Post Graduate,Married,13,32172,269778,7,Female,North,Life
Jeevan Tarun,44,Retired,66498,Doctorate,Divorced,25,38164,446201,9,Male,East,Commercial
